SPDES Permit Number,Facility Name,Ground or Surface,Average Design Hydraulic Flow,Street,City,State,Country,Zip Code,Latitude,Longitude,Location 1
NY0022721,COLD SPRING WWTP,Surface,0.50,53 FAIR ST,COLD SPRING,NY,USA,10516,41.42,-73.96,"53 FAIR ST
COLD SPRING, NY 10516
(41.42, -73.96)"
NY0022012,COLTON STP,Surface,0.07,SPRING ST,COLTON,NY,USA,13625,44.55,-74.93,"SPRING ST
COLTON, NY 13625
(44.55, -74.93)"
NY0240401,COLUMBIA COUNTY COMMERCE CENTER,Surface,0.05,ST RTE 66 & ST RTE 9H,CLAVERACK & GHENT,NY,USA,12534,42.28,-73.70,"ST RTE 66 &amp; ST RTE 9H
CLAVERACK &amp; GHENT, NY 12534
(42.28, -73.70)"
NY0248941,COMBINED SEWER OVERFLOWS,Surface,0.00,SARATOGA AVE - TERMINAL ST - ARNOLD AVE,MECHANICVILLE,NY,USA,12118,42.90,-73.69,"SARATOGA AVE - TERMINAL ST - ARNOLD AVE
MECHANICVILLE, NY 12118
(42.90, -73.69)"
NY0026182,CONEY ISLAND WASTEWATER TREATMENT PLANT,Surface,110.00,2591 KNAPP ST,BROOKLYN,NY,USA,11235,40.58,-73.92,"2591 KNAPP ST
BROOKLYN, NY 11235
(40.58, -73.92)"
NY0110418,CONSTABLEVILLE STP,Surface,0.04,HIGH ST,CONSTABLEVILLE,NY,USA,13325,43.56,-75.42,"HIGH ST
CONSTABLEVILLE, NY 13325
(43.56, -75.42)"
NY0189995,CONTINENTAL VILLAS STP (THE BIRCHES),Surface,0.01,MELENY RD ON MILL NECK PRESERVE,LOCUST VALLEY,NY,USA,11560,40.90,-73.58,"MELENY RD ON MILL NECK PRESERVE
LOCUST VALLEY, NY 11560
(40.90, -73.58)"
NY0023591,COOPERSTOWN WWTP,Surface,0.75,213 LINDEN AVE - S END,COOPERSTOWN,NY,USA,13326,42.68,-74.93,"213 LINDEN AVE - S END
COOPERSTOWN, NY 13326
(42.68, -74.93)"
NY0257711,COPENHAGEN VILLAGE WWTP,Surface,0.11,OUTER MILL ST,COPENHAGEN,NY,USA,13626,43.89,-75.66,"OUTER MILL ST
COPENHAGEN, NY 13626
(43.89, -75.66)"
NY0108430,CORFU - V STP,Surface,0.14,W MAIN ST,CORFU,NY,USA,14036,42.96,-78.41,"W MAIN ST
CORFU, NY 14036
(42.96, -78.41)"
NY0020397,CORINTH STP,Surface,0.60,33 PINE ST EXT,CORINTH,NY,USA,12822,43.24,-73.81,"33 PINE ST EXT
CORINTH, NY 12822
(43.24, -73.81)"
NY0025721,CORNING - C WWTP,Surface,3.08,E MARKET ST IN DENISON PARK,CORNING,NY,USA,14830,42.13,-77.03,"E MARKET ST IN DENISON PARK
CORNING, NY 14830
(42.13, -77.03)"
NY0022144,CORNWALL WWTP,Surface,1.50,360 SHORE RD,CORNWALL,NY,USA,12518,41.45,-74.02,"360 SHORE RD
CORNWALL, NY 12518
(41.45, -74.02)"
NY0034606,COUNTRY CLUB ESTATES STP,Surface,0.06,US RT 9 & CASPER CREEK,POUGHKEEPSIE,NY,USA,12603,41.64,-73.91,"US RT 9 &amp; CASPER CREEK
POUGHKEEPSIE, NY 12603
(41.64, -73.91)"
NY0029017,COUNTRY MANOR STP,Surface,0.05,DAHLIA DR,MAHOPAC,NY,USA,10541,41.35,-73.73,"DAHLIA DR
MAHOPAC, NY 10541
(41.35, -73.73)"
NY0033545,COXSACKIE - V STP,Surface,1.25,88 SOUTH RIVER ST,COXSACKIE,NY,USA,12051,42.34,-73.79,"88 SOUTH RIVER ST
COXSACKIE, NY 12051
(42.34, -73.79)"
NY0036714,CRANERIDGE SEWER DIST #1,Surface,0.07,ST RTE 240 - W SIDE - 1 MI S OF GLENWOOD,SPRINGVILLE,NY,USA,14141,42.60,-78.65,"ST RTE 240 - W SIDE - 1 MI S OF GLENWOOD
SPRINGVILLE, NY 14141
(42.60, -78.65)"
NY0110019,CRAWFORD PINE BUSH STP,Surface,0.30,HARDENBURGH RD AT SHAWANGUNK KILL,PINE BUSH,NY,USA,12566,41.61,-74.29,"HARDENBURGH RD AT SHAWANGUNK KILL
PINE BUSH, NY 12566
(41.61, -74.29)"
NY0206768,CROGHAN STP,Surface,0.07,MAIN ST,CROGHAN,NY,USA,13327,43.89,-75.39,"MAIN ST
CROGHAN, NY 13327
(43.89, -75.39)"
NY0239844,CROWN POINT SD #1 WWTF,Surface,0.06,MONITOR BAY RD,CROWN POINT,NY,USA,12928,43.94,-73.41,"MONITOR BAY RD
CROWN POINT, NY 12928
(43.94, -73.41)"
NY0023515,CUBA STP,Surface,0.97,W WATER ST,CUBA,NY,USA,14727,42.21,-78.28,"W WATER ST
CUBA, NY 14727
(42.21, -78.28)"
NY0090867,CUYLER - T  SD #1,Ground,0.01,6891 MAIN ST,CUYLER,NY,USA,13050,42.73,-75.94,"6891 MAIN ST
CUYLER, NY 13050
(42.73, -75.94)"
NY0022195,DANNEMORA STP,Surface,1.50,284 RYAN RD,DANNEMORA,NY,USA,12929,44.70,-73.71,"284 RYAN RD
DANNEMORA, NY 12929
(44.70, -73.71)"
NY0024384,DANSVILLE - V STP,Surface,1.50,2 COMMERCE RD @ CANASERAGA CK,DANSVILLE,NY,USA,14437,42.56,-77.71,"2 COMMERCE RD @ CANASERAGA CK
DANSVILLE, NY 14437
(42.56, -77.71)"
NY0228346,DARIEN WASTEWATER TREATMENT FACILITY,Surface,0.06,BROADWAY,DARIEN CENTER,NY,USA,14040,42.90,-78.38,"BROADWAY
DARIEN CENTER, NY 14040
(42.90, -78.38)"
NY0020931,DEFEREIT SEWAGE TREATMENT PLANT,Surface,0.04,63 ANDERSON AVE,DEFERIET,NY,USA,13628,44.04,-75.68,"63 ANDERSON AVE
DEFERIET, NY 13628
(44.04, -75.68)"
NY0034762,DEKALB JUNCTION SEWAGE TREATMENT PLT,Surface,0.08,CO RTE 17,DE KALB JUNCTION,NY,USA,13630,44.50,-75.28,"CO RTE 17
DE KALB JUNCTION, NY 13630
(44.50, -75.28)"
NY0020265,DELHI - V STP,Surface,1.02,ST RTE 10 - SW OF VILLAGE,DELHI,NY,USA,13753,42.25,-74.94,"ST RTE 10 - SW OF VILLAGE
DELHI, NY 13753
(42.25, -74.94)"
NY0099562,DENVER SEWER CORP WWTP-ROXBURY RUN VILL,Surface,0.04,PINES DR,ROXBURY,NY,USA,12474,42.24,-74.58,"PINES DR
ROXBURY, NY 12474
(42.24, -74.58)"
NY0203980,DEPEW WWTP,Surface,0.00,RUTHERFORD PL - S END,DEPEW,NY,USA,14043,42.89,-78.70,"RUTHERFORD PL - S END
DEPEW, NY 14043
(42.89, -78.70)"
NY0031461,DEXTER STP,Surface,0.10,WATER ST - S SIDE - W OF LIBERTY ST,DEXTER,NY,USA,13634,44.00,-76.04,"WATER ST - S SIDE - W OF LIBERTY ST
DEXTER, NY 13634
(44.00, -76.04)"
NY0214507,DILLON FARMS SEWER DISTRICT,Surface,0.00,HANOVER DR,MONTICELLO,NY,USA,12701,41.65,-74.71,"HANOVER DR
MONTICELLO, NY 12701
(41.65, -74.71)"
NY0024554,DOLGEVILLE WWTP,Surface,2.00,VAN BUREN ST,DOLGEVILLE,NY,USA,13329,43.09,-74.76,"VAN BUREN ST
DOLGEVILLE, NY 13329
(43.09, -74.76)"
NY0164933,DOVER RIDGE ESTATES,Surface,0.03,STOWE RD,BEEKMAN,NY,USA,,41.62,-73.64,"STOWE RD
BEEKMAN, NY
(41.62, -73.64)"
NY0029190,DRYDEN - V STP,Surface,0.60,WALL ST,DRYDEN,NY,USA,13053,42.49,-76.30,"WALL ST
DRYDEN, NY 13053
(42.49, -76.30)"
NY0261271,DUANESBURG SEWER DIST 1 STP,Surface,0.10,US RTE 20 - S SIDE - BEHIND TOWN HALL,DUANESBURG,NY,USA,12056,42.75,-74.14,"US RTE 20 - S SIDE - BEHIND TOWN HALL
DUANESBURG, NY 12056
(42.75, -74.14)"
NY0025445,DUNDEE WASTEWATER TREATMENT PLANT,Surface,0.30,929 DUNDEE-GLENORA RD,DUNDEE,NY,USA,14837,42.51,-76.97,"929 DUNDEE-GLENORA RD
DUNDEE, NY 14837
(42.51, -76.97)"
NY0028436,EAST AURORA STP,Surface,3.14,201 MILL ST,EAST AURORA,NY,USA,14052,42.76,-78.63,"201 MILL ST
EAST AURORA, NY 14052
(42.76, -78.63)"
NY0026034,EAST GREENBUSH WWTP,Surface,2.50,80 COLUMBIA TPKE,RENSSELAER,NY,USA,12144,42.62,-73.74,"80 COLUMBIA TPKE
RENSSELAER, NY 12144
(42.62, -73.74)"
NY0036790,EAST ONEIDA LAKE SD WWT FAC,Surface,2.00,3100 VIENNA RD,SYLVAN BEACH,NY,USA,13157,43.21,-75.71,"3100 VIENNA RD
SYLVAN BEACH, NY 13157
(43.21, -75.71)"
NY0258075,EAST OTTO SEWER DISTRICT  #1,Ground,0.03,PLATO - MANSFIELD ROAD,EAST OTTO,NY,USA,14729,42.35,-78.68,"PLATO - MANSFIELD ROAD
EAST OTTO, NY 14729
(42.35, -78.68)"
NY0242012,EAST SCHODACK WASTEWATER TREATMENT PLT,Surface,0.01,ST RTE 150,EAST SCHODACK,NY,USA,,42.56,-73.63,"ST RTE 150
EAST SCHODACK, NY
(42.56, -73.63)"
NY0167169,ECSD #5 CLARENCE RESEARCH PARK,Ground,0.02,10000 WEHRLE DR,CLARENCE,NY,USA,14031,42.96,-78.62,"10000 WEHRLE DR
CLARENCE, NY 14031
(42.96, -78.62)"
NY0020681,ECSD NO 3 BLASDELL VILLAGE SEWAGE TREATMENT PLANT,Surface,0.83,PIECZONKA DR,BLASDELL,NY,USA,14219,42.78,-78.83,"PIECZONKA DR
BLASDELL, NY 14219
(42.78, -78.83)"
NY0095401,ECSD NO 3 SOUTHTOWNS ADVANCED WASTEWATER TREATMENT PLANT,Surface,16.00,S 3690 LAKE SHORE RD,HAMBURG,NY,USA,14219,42.78,-78.84,"S 3690 LAKE SHORE RD
HAMBURG, NY 14219
(42.78, -78.84)"
NY0022136,ECSD NO 6 LACKAWANNA WASTEWATER TREATMENT PLANT,Surface,4.50,260 LEHIGH AVE|NE CORNER OF WILLMUTH & WELL STS,LACKAWANNA,NY,USA,14218,42.81,-78.83,"260 LEHIGH AVE|NE CORNER OF WILLMUTH &amp; WELL STS
LACKAWANNA, NY 14218
(42.81, -78.83)"
NY0023809,EDWARDS STP,Surface,0.08,DEPOT ST,EDWARDS,NY,USA,13635,44.32,-75.25,"DEPOT ST
EDWARDS, NY 13635
(44.32, -75.25)"
NY0020907,ELBA - V STP,Surface,0.08,MECHANIC ST,ELBA,NY,USA,14058,43.08,-78.19,"MECHANIC ST
ELBA, NY 14058
(43.08, -78.19)"
NY0204072,ELECTRIC AVE SEWAGE PUMP STATION,Surface,0.40,ELECTRIC AVE,HAMBURG,NY,USA,14075,42.78,-78.82,"ELECTRIC AVE
HAMBURG, NY 14075
(42.78, -78.82)"
NY0034002,ELLENVILLE STP,Surface,0.80,EDWARDS PL EXT @ SANDBURG CK,ELLENVILLE,NY,USA,12428,41.72,-74.38,"EDWARDS PL EXT @ SANDBURG CK
ELLENVILLE, NY 12428
(41.72, -74.38)"
NY0023574,ELLICOTTVILLE WWTP,Surface,1.40,US RTE 219 @ GREAT VALLEY CREEK,ELLICOTTVILLE,NY,USA,14731,42.26,-78.66,"US RTE 219 @ GREAT VALLEY CREEK
ELLICOTTVILLE, NY 14731
(42.26, -78.66)"
NY0023019,ELMA SD #1 JERGE SUBDIVISION,Surface,0.01,TREEHAVEN LN,ELMA,NY,USA,14059,42.84,-78.62,"TREEHAVEN LN
ELMA, NY 14059
(42.84, -78.62)"
NY0032051,ELMA SD #4 BRIGGSWOOD,Surface,0.02,JACKMAN LN,ELMA,NY,USA,14059,42.84,-78.64,"JACKMAN LN
ELMA, NY 14059
(42.84, -78.64)"
NY0033995,ELMA SD #5,Surface,0.08,ROLLING GREEN LN,ELMA,NY,USA,14059,42.82,-78.59,"ROLLING GREEN LN
ELMA, NY 14059
(42.82, -78.59)"
NY0035645,EMERALD GREEN-LAKE LOUISE MARIE S&W DIST,Surface,0.41,LAKE LOUISE MARIE RD,THOMPSON,NY,USA,12742,41.61,-74.58,"LAKE LOUISE MARIE RD
THOMPSON, NY 12742
(41.61, -74.58)"
NY0027669,ENDICOTT (V) WATER POLLUTION CONTROL PLANT,Surface,10.00,40 ANSON RD,ENDICOTT,NY,USA,13760,42.08,-76.08,"40 ANSON RD
ENDICOTT, NY 13760
(42.08, -76.08)"
NY0022543,ERIE CO SD 2 STP,Surface,4.50,8443 LAKE SHORE RD,ANGOLA,NY,USA,14006,42.65,-79.05,"8443 LAKE SHORE RD
ANGOLA, NY 14006
(42.65, -79.05)"
NY0103012,ERIE CO SD 3 MOUNTAIN MEADOWS PARK,Surface,0.03,PARKER RD,BUFFALO,NY,USA,14202,42.67,-78.47,"PARKER RD
BUFFALO, NY 14202
(42.67, -78.47)"
NY0110698,ERIE CO SD 4 OVERFLOW RETENTION FACILITY,Surface,,317  BORDEN RD,DEPEW,NY,USA,14043,42.89,-78.70,"317 BORDEN RD
DEPEW, NY 14043
(42.89, -78.70)"
NY0090077,ERIE CO SD #5 SISTERS OF ST JOSEPHS,Surface,0.02,SISTERS OF ST JOSEPH,CLARENCE,NY,USA,14031,42.98,-78.60,"SISTERS OF ST JOSEPH
CLARENCE, NY 14031
(42.98, -78.60)"
NY0091731,ERIE CO S D NO 1 SANITARY OVERFLOWS,Surface,0.02,STRASBOURG DR,CHEEKTOWAGA & W SENECA,NY,USA,14227,42.87,-78.76,"STRASBOURG DR
CHEEKTOWAGA &amp; W SENECA, NY 14227
(42.87, -78.76)"
NY0108103,ERIE CO SEWER DIST NO 3  HOLLAND WWTP,Surface,0.18,457 N MAIN ST (ST RTE 16),HOLLAND,NY,USA,14080,42.65,-78.54,"457 N MAIN ST (ST RTE 16)
HOLLAND, NY 14080
(42.65, -78.54)"
NY0023906,ERWIN - T WWTP,Surface,1.75,3212 CANADA RD,ERWIN,NY,USA,14870,42.15,-77.09,"3212 CANADA RD
ERWIN, NY 14870
(42.15, -77.09)"
NY0256471,ESSEX SEWER DISTRICT NO 1,Surface,0.07,ST RTE 22|OUTFALL TO LIBRARY BRK,ESSEX,NY,USA,12936,44.31,-73.35,"ST RTE 22|OUTFALL TO LIBRARY BRK
ESSEX, NY 12936
(44.31, -73.35)"
NY0024660,EVANS MILLS WASTEWATER TREATMENT FAC,Surface,0.10,NOBLE ST,EVANS MILLS,NY,USA,13637,44.08,-75.80,"NOBLE ST
EVANS MILLS, NY 13637
(44.08, -75.80)"
NY0023531,FARMINGTON  T STP,Surface,4.00,1216 MC MAHON RD,VICTOR,NY,USA,14425,42.97,-77.38,"1216 MC MAHON RD
VICTOR, NY 14425
(42.97, -77.38)"
NY0156299,FENTON - T PORTER HOLLOW RD SD,Surface,0.01,PORTER HOLLOW RD,FENTON,NY,USA,,42.18,-75.77,"PORTER HOLLOW RD
FENTON, NY
(42.18, -75.77)"
NY0034533,FINE - T WANAKENA SEWER DISTRICT,Surface,0.02,54 S SHORE RD |E OF SKATE CREEK,WANAKENA,NY,USA,13639,44.13,-74.91,"54 S SHORE RD |E OF SKATE CREEK
WANAKENA, NY 13639
(44.13, -74.91)"
NY0022152,FIRTHCLIFF SEWER DISTRICT SEWAGE TREATMENT PLANT,Surface,0.12,35 HOWARD ST,CORNWALL,NY,USA,12518,41.44,-74.04,"35 HOWARD ST
CORNWALL, NY 12518
(41.44, -74.04)"
NY0199214,FISHERS ISLAND SEWAGE TREATMENT PLANT,Ground,0.02,FOX LN,FISHERS ISLAND,NY,USA,6390,41.25,-72.03,"FOX LN
FISHERS ISLAND, NY 6390
(41.25, -72.03)"
NY0261521,FLEISCHMANNS WWTP,Surface,0.16,MAIN ST,FLEISCHMANNS,NY,USA,12430,42.15,-74.54,"MAIN ST
FLEISCHMANNS, NY 12430
(42.15, -74.54)"
NY0020273,FLORIDA-V STP,Surface,0.45,MEADOW RD - N OF QUAKER CREEK,FLORIDA,NY,USA,10921,41.33,-74.36,"MEADOW RD - N OF QUAKER CREEK
FLORIDA, NY 10921
(41.33, -74.36)"
NY0032433,FONDA FULTONVILLE WASTEWATER TREAT PLANT,Surface,1.20,S BRIDGE ST,FONDA,NY,USA,12068,42.95,-74.35,"S BRIDGE ST
FONDA, NY 12068
(42.95, -74.35)"
NY0236756,FORESTPORT SEWAGE TREATMENT PLANT,Surface,0.02,RIVER ST,FORESTPORT,NY,USA,13338,43.44,-75.20,"RIVER ST
FORESTPORT, NY 13338
(43.44, -75.20)"
NY0030627,FORT ANN STP,Surface,0.11,CANAL ST,FORT ANN,NY,USA,12827,43.41,-73.48,"CANAL ST
FORT ANN, NY 12827
(43.41, -73.48)"
NY0245062,FORT BREWERTON SD WWTP,Surface,0.13,WEST OF US RTE 11 & NORTH OF ONEIDA RIVER,HASTINGS,NY,USA,13076,43.24,-76.15,"WEST OF US RTE 11 &amp; NORTH OF ONEIDA RIVER
HASTINGS, NY 13076
(43.24, -76.15)"
NY0270610,FOUR CORNERS SEWER DISTRICT WWTP,Surface,0.13,14 BOXWOOD CIR|PHILLIPS RD & MOORE RD,EAST FISHKILL,NY,USA,,41.58,-73.74,"14 BOXWOOD CIR|PHILLIPS RD &amp; MOORE RD
EAST FISHKILL, NY
(41.58, -73.74)"
NY0028339,FRANK E VAN LARE WASTEWATER TREATMENT,Surface,135.00,1574 LAKE SHORE BLVD,ROCHESTER,NY,USA,14617,43.23,-77.57,"1574 LAKE SHORE BLVD
ROCHESTER, NY 14617
(43.23, -77.57)"
NY0028991,FRANKLINVILLE WASTEWATER TREATMENT PLANT,Surface,1.45,PENNSYLVANIA AVE - S END|SW CORNER OF VILLAGE,FRANKLINVILLE,NY,USA,14737,42.32,-78.46,"PENNSYLVANIA AVE - S END|SW CORNER OF VILLAGE
FRANKLINVILLE, NY 14737
(42.32, -78.46)"
NY0265365,FREDERICK'S POINT SEWER DISTRICT NO 2,Ground,0.01,MARINA WAY|LAKESIDE WAY AREA,HULETTS LANDING,NY,USA,12841,43.64,-73.50,"MARINA WAY|LAKESIDE WAY AREA
HULETTS LANDING, NY 12841
(43.64, -73.50)"
NY0026409,FREDONIA WASTEWATER TREATMENT PLANT,Surface,3.30,4700 WEST LAKE RD,DUNKIRK,NY,USA,14048,42.47,-79.37,"4700 WEST LAKE RD
DUNKIRK, NY 14048
(42.47, -79.37)"
NY0110493,FREEVILLE - V STP,Surface,0.13,DPW DR,FREEVILLE,NY,USA,13068,42.50,-76.34,"DPW DR
FREEVILLE, NY 13068
(42.50, -76.34)"
NY0029301,FRIENDSHIP STP,Surface,0.29,E WATER ST,FRIENDSHIP,NY,USA,14739,42.20,-78.12,"E WATER ST
FRIENDSHIP, NY 14739
(42.20, -78.12)"
NY0264121,FRONT STREET SEWER DISTRICT STP,Ground,,NORTH OF ST RTE 311 OPPOSITE FRONT ST,PATTERSON,NY,USA,12563,41.50,-73.60,"NORTH OF ST RTE 311 OPPOSITE FRONT ST
PATTERSON, NY 12563
(41.50, -73.60)"
NY0027863,FT COVINGTON STP,Surface,0.09,HIGH ST - ST RTE 37 - HOPKINS PT,FORT COVINGTON,NY,USA,12937,44.99,-74.49,"HIGH ST - ST RTE 37 - HOPKINS PT
FORT COVINGTON, NY 12937
(44.99, -74.49)"
NY0026301,FULTON - C STP,Surface,3.40,1690 ST RTE 48|WEST RIVER RD N,FULTON,NY,USA,13069,43.33,-76.41,"1690 ST RTE 48|WEST RIVER RD N
FULTON, NY 13069
(43.33, -76.41)"
NY0109096,GARDINER SEWER DIST 1 STP,Surface,0.06,FARMERS TPKE AT WALL KILL,GARDINER,NY,USA,12525,41.68,-74.16,"FARMERS TPKE AT WALL KILL
GARDINER, NY 12525
(41.68, -74.16)"
NY0029963,GASPORT SD 1 STP,Surface,0.48,4244 BOLTON RD,GASPORT,NY,USA,14067,43.20,-78.55,"4244 BOLTON RD
GASPORT, NY 14067
(43.20, -78.55)"
NY0030635,GENESEO - V STP,Surface,1.50,RIVERSIDE DR,GENESEO,NY,USA,14454,42.81,-77.82,"RIVERSIDE DR
GENESEO, NY 14454
(42.81, -77.82)"
NY0027049,GENEVA-C MARSH CREEK STP,Surface,6.00,45 DORAN AVE,GENEVA,NY,USA,14456,42.87,-76.97,"45 DORAN AVE
GENEVA, NY 14456
(42.87, -76.97)"
NY0260479,GERMANTOWN WWTP,Surface,0.10,50 PALATINE PARK RD,GERMANTOWN,NY,USA,12526,42.13,-73.89,"50 PALATINE PARK RD
GERMANTOWN, NY 12526
(42.13, -73.89)"
NY0145564,GLASCO SEWER DISTRICT WWTP,Surface,0.42,GLASCO TPKE & HUDSON ST,SAUGERTIES,NY,USA,12477,42.04,-73.94,"GLASCO TPKE &amp; HUDSON ST
SAUGERTIES, NY 12477
(42.04, -73.94)"
NY0026620,GLEN COVE WASTEWATER TREATMENT FACILITY,Surface,5.50,100 MORRIS AVE,GLEN COVE,NY,USA,11542,40.85,-73.64,"100 MORRIS AVE
GLEN COVE, NY 11542
(40.85, -73.64)"
NY0029050,GLENS FALLS STP,Surface,9.50,2 SHERMANTOWN RD,GLENS FALLS,NY,USA,12801,43.30,-73.62,"2 SHERMANTOWN RD
GLENS FALLS, NY 12801
(43.30, -73.62)"
NY0025275,GLENVILLE - T ALPLAUS SD,Surface,0.05,18 GLENRIDGE RD,GLENVILLE,NY,USA,12302,42.85,-73.89,"18 GLENRIDGE RD
GLENVILLE, NY 12302
(42.85, -73.89)"
NY0029505,GLENVILLE - T WOODHAVEN SD 6,Surface,0.05,EAST END OF ACORN DR,SCOTIA,NY,USA,12302,42.85,-73.91,"EAST END OF ACORN DR
SCOTIA, NY 12302
(42.85, -73.91)"
NY0215457,GLENWOOD HILLS SEWER DIST 5,Surface,0.01,GLENWOOD & CLOVE RDS,WASHINGTONVILLE,NY,USA,10992,41.39,-74.14,"GLENWOOD &amp; CLOVE RDS
WASHINGTONVILLE, NY 10992
(41.39, -74.14)"
NY0026042,GLOVERSVILLE-JOHNSTOWN JOINT WWTP,Surface,10.20,191 UNION AVE,JOHNSTOWN,NY,USA,12095,42.99,-74.39,"191 UNION AVE
JOHNSTOWN, NY 12095
(42.99, -74.39)"
NY0160814,GORHAM - T STP,Surface,0.06,BETWEEN KEARNEY RD & FLINT CREEK,GORHAM,NY,USA,14461,42.80,-77.13,"BETWEEN KEARNEY RD &amp; FLINT CREEK
GORHAM, NY 14461
(42.80, -77.13)"
NY0031518,GOSHEN (V) WWTF,Surface,2.00,END OF CYPRESS RD - WEST OF ST RTE 17,GOSHEN,NY,USA,10924,41.40,-74.34,"END OF CYPRESS RD - WEST OF ST RTE 17
GOSHEN, NY 10924
(41.40, -74.34)"
NY0020117,GOUVERNEUR STP,Surface,3.67,ST RTE 58 - NATURAL DAM RD - S SIDE OF RD,GOUVERNEUR,NY,USA,13642,44.33,-75.48,"ST RTE 58 - NATURAL DAM RD - S SIDE OF RD
GOUVERNEUR, NY 13642
(44.33, -75.48)"
NY0236438,GOUVERNEUR (T)  WASTEWATER SYSTEM,Surface,0.08,OWL RD - 1200' NW,GOUVERNEUR,NY,USA,13642,44.32,-75.48,"OWL RD - 1200' NW
GOUVERNEUR, NY 13642
(44.32, -75.48)"
NY0032093,GOWANDA STP,Surface,2.20,ALDRICH ST,GOWANDA,NY,USA,14070,42.46,-78.94,"ALDRICH ST
GOWANDA, NY 14070
(42.46, -78.94)"
NY0027693,GRAND ISLAND SD 2,Surface,3.50,3500 BASELINE RD,GRAND ISLAND,NY,USA,14072,43.05,-78.96,"3500 BASELINE RD
GRAND ISLAND, NY 14072
(43.05, -78.96)"
NY0023523,GREATER ATLANTIC BEACH WASTEWATER TREATMENT PLANT,Surface,1.50,"2150 BAY BLVD|NCTM  58-3-8,9,40,41,110,201",ATLANTIC BEACH,NY,USA,11509,40.59,-73.74,"2150 BAY BLVD|NCTM 58-3-8,9,40,41,110,201
ATLANTIC BEACH, NY 11509
(40.59, -73.74)"
NY0022128,GREAT NECK (V) STP,Surface,1.50,265 E SHORE RD,GREAT NECK,NY,USA,11023,40.79,-73.71,"265 E SHORE RD
GREAT NECK, NY 11023
(40.79, -73.71)"
NY0026999,GREAT NECK WATER POLLUTION CONTROL DISTRICT STP,Surface,3.80,236 E SHORE RD,GREAT NECK,NY,USA,11023,40.79,-73.71,"236 E SHORE RD
GREAT NECK, NY 11023
(40.79, -73.71)"
NY0203548,GREAT VALLEY SEWER DIST #4,Ground,0.00,PETH RD,GREAT VALLEY,NY,USA,14741,42.19,-78.64,"PETH RD
GREAT VALLEY, NY 14741
(42.19, -78.64)"
NY0021407,GREENE - V STP,Surface,0.45,WATER ST,GREENE,NY,USA,13778,42.32,-75.77,"WATER ST
GREENE, NY 13778
(42.32, -75.77)"
NY0033031,GREEN ISLAND - V CSO,Surface,0.01,SWAN ST / HAMILTON ST / SARATOGA ST,GREEN ISLAND,NY,USA,12183,42.73,-73.69,"SWAN ST / HAMILTON ST / SARATOGA ST
GREEN ISLAND, NY 12183
(42.73, -73.69)"
NY0030988,GREENPORT - T SD 1 STP,Surface,1.35,38 UTILITY DR - N OF FAIRVIEW PLZ,HUDSON,NY,USA,12534,42.25,-73.76,"38 UTILITY DR - N OF FAIRVIEW PLZ
HUDSON, NY 12534
(42.25, -73.76)"
NY0131555,GREENWICH STP,Surface,0.05,6 ACADEMY ST,GREENWICH,NY,USA,12834,43.08,-73.49,"6 ACADEMY ST
GREENWICH, NY 12834
(43.08, -73.49)"
NY0025585,GROTON - V STP,Surface,0.50,157 CAYUGA ST,GROTON,NY,USA,13073,42.59,-76.37,"157 CAYUGA ST
GROTON, NY 13073
(42.59, -76.37)"
NY0247227,GROVELAND STATION STP,Surface,0.07,ST RTE 63 - W SIDE - N OF ST RTE 258,GROVELAND,NY,USA,14545,42.66,-77.76,"ST RTE 63 - W SIDE - N OF ST RTE 258
GROVELAND, NY 14545
(42.66, -77.76)"
NY0022217,GUILDERLAND - T NE INDUSTRIAL PARK,Surface,0.36,N EASTERN IND PK,GUILDERLAND CENTER,NY,USA,12085,42.69,-73.95,"N EASTERN IND PK
GUILDERLAND CENTER, NY 12085
(42.69, -73.95)"
NY0022225,GUILDERLAND - T NOTT RD STP,Surface,3.60,NOTT RD,GUILDERLAND,NY,USA,12084,42.68,-73.91,"NOTT RD
GUILDERLAND, NY 12084
(42.68, -73.91)"
NY0020184,HADLEY SEWAGE TREATMENT PLANT,Ground,0.05,WOODWARD AVE EXT,HADLEY,NY,USA,12835,43.32,-73.84,"WOODWARD AVE EXT
HADLEY, NY 12835
(43.32, -73.84)"
NY0263133,HAMDEN SEWER DIST WASTEWATER TREAMENT FACILITY,Ground,0.03,ST RTE 10 - ADJACENT TO LAUNT HOLLOW CRK,HAMDEN,NY,USA,,42.18,-74.99,"ST RTE 10 - ADJACENT TO LAUNT HOLLOW CRK
HAMDEN, NY
(42.18, -74.99)"
NY0020672,HAMILTON - V WATER POLLUTION CONTROL PLANT,Surface,0.85,81 COLLEGE ST,HAMILTON,NY,USA,13346,42.81,-75.54,"81 COLLEGE ST
HAMILTON, NY 13346
(42.81, -75.54)"
NY0255971,HAMLET OF CHAZY SEWER DISTRICT,Surface,0.09,US RTE 9,CHAZY,NY,USA,12921,44.89,-73.43,"US RTE 9
CHAZY, NY 12921
(44.89, -73.43)"
NY0265853,HAMLET OF INLET WWTF,Surface,0.02,FERN PARK|5TH LAKE OUTLET CHANNEL,INLET,NY,USA,13360,43.74,-74.79,"FERN PARK|5TH LAKE OUTLET CHANNEL
INLET, NY 13360
(43.74, -74.79)"
