"Region","County","Site_Name_Title","Description","Latitude","Longitude","Statewide_PTH_Site_Theme_Tag","Website_URL","Photo_URL","Town_City_Village","Address","State","Zip_Code","Phone","Location"
"Hudson Valley","Columbia","Olana State Historic Site","Home of Frederic Church, renowned landscape painter of the Hudson River School, Olana, on 250 acres, incorporates exotic architectural elements. The surrounding area is a landmark of Picturesque landscape gardening with a lake, carriage drives and the house at its summit, embracing unrivaled panoramic views of the Hudson Valley. An array of Churchs art and collections are displayed and a gallery on the second floor features annual exhibitions.","42.2146015","-73.8285086","Arts and Culture","http;//www.olana.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/66.jpg","Hudson","5720 New York 9G","NY","12534","518-828-0135","(42.214601500000001, -73.828508600000006)"
"Capital-Saratoga","Columbia","Shaker Museum - Mount Lebanon","The Shaker Museum and Library was founded in 1950 by John S. Williams, Sr. on the site of his Old Chatham farm, in collaboration with the Shaker leadership then extant at Canterbury Shaker Village, NH, Sabbathday Lake, ME, and Hancock Shaker Village, MA.  The Shaker Museum was the first and, at that time, only public museum dedicated to preserving the life, work, art and religious history of the United Society of Believers in Christs Second Appearing, commonly known as Shakers.   Visit the website for a schedule of public programs at the Mount Lebanon Shaker Village","42.4579395","-73.3851254","Arts and Culture","http;//www.shakermuseumandlibrary.org","","New Lebanon","202 Shaker Rd","NY","12125","518-794-9100","(42.457939500000002, -73.385125400000007)"
"Hudson Valley","Columbia","Steepletop","A National Historic Landmark, Steepletop was poet Edna St. Vincent Millays beloved home from 1925 until her death in 1950.  It was here that Millay and her husband, Eugene Boissevain created a sanctuary that became at once a place of retreat for a creative writer and a center of relaxation and entertainment for friends and relatives.","42.3203147","-73.4482141","Arts and Culture","http;//www.millay.org","","Austerlitz","436 East Hill Rd","NY","12017","518-392-3362","(42.320314699999997, -73.448214100000001)"
"Hudson Valley","Columbia","Vanderpoel House of History","Originally the home of a prominent lawyer and politician, James Vanderpoel and his family, the Vanderpoel House of History is a distinguished example of Federal period architecture.  It is owned and operated by the Columbia County Historical Society and features exhibits.","42.394931","-73.6992525","Arts and Culture","http;//www.cchsny.org","","Kinderhook","16 Broad Street","NY","12106","518-758-6265","(42.394931, -73.6992525)"
"Catskills, The","Columbia/Greene","Hudson-Athens Lighthouse","The Hudson Athens Lighthouse, built in 1874, is owned by the Hudson Athens Lighthouse Preservation Society.  It is a Second Empire architectural style lighthouse located in the Hudson River between Hudson and Athens, NY.","42.25186","-73.808644","Canals and Transportation","http;//www.hudsonathenslighthouse.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/39.jpg","Athens","Hudson River","NY","12015","518-828-5294","(42.251860000000001, -73.808644000000001)"
"Finger Lakes","Cortland","1890 House","The Wickwire residence, built by Chester Wickwire and presently known as The 1890 House Museum, is a local cultural symbol of the prosperity that resulted from the Industrial Revolution in CNY. The Museum also houses the Center for the Victorian Arts.","42.5959315","-76.1819377","Innovation and Commerce","http;//www.the1890house.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/121.jpg","Cortland","37 Tompkins Street","NY","13045","607-756-7551","(42.595931499999999, -76.181937700000006)"
"Finger Lakes","Cortland","Central New York Living History Center","This museum complex includes a collection of antique Brockway Trucks, native to Cortland and Homer, NY, local military and railroad history collections from the Civil War era to the present. Antique collections of tractors from the Central NY Tractor Club and antique agricultural equipment are also featured on site.","42.6190986","-76.1834445","Innovation and Commerce","http;//www.cnylivinghistory.org","","Cortland","4386 US Rt.11","NY","13045","607-299-4185","(42.619098600000001, -76.183444499999993)"
"Finger Lakes","Cortland","Cortland County Historical Society","The Cortland County Historical Society operates from the 1882 Italianate home of inventor and real estate developer James Suggett. The museum interprets the social and cultural history of Cortland county.","42.6025815","-76.1843977","Arts and Culture","http;//www.cortlandhistory.com","","Cortland","25 Homer Ave","NY","13045","607-756-6071","(42.602581499999999, -76.184397700000005)"
"Central New York","Delaware","Delaware County Historical Association","This 60 acre site features the lovely 1797 federal-style Frisbee House with barn (listed on the national and state historic registers), Frisbee family cemetery, and numerous 19th century buildings from across Delaware County, including a blacksmith shop, school house, gun shop, tollgate house, and the Christian Church at Fitches Covered Bridge. There are educational programs, 2 galleries, a research library, gift shop, nature trail and picnic facilities and an expansive workshop and special event calendar.","42.2980704","-74.887243","Arts and Culture","http;//www.dcha-ny.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/705.jpg","Delhi","46549 State Highway 10","NY","13753","607-746-3849","(42.2980704, -74.887242999999998)"
"Catskills, The","Delaware","Hanford Mills Museum","The Hanford Mills Museum features an authentic water- and steam-powered sawmill with a 1926 Fitz Overshot Waterwheel, restored water turbine and vintage woodworking machines.  Visitors can watch as the working mill turns logs into lumber, crates, tub covers and more.  The museums 70-acre site also contains 15 other historic structures including the John Hanford farmhouse, a hardware store, feed mill, and woodworking shop, and a gift shop features mill-made items and local products.","42.4236577","-74.8838094","Innovation and Commerce","http;//www.hanfordmills.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/712.jpg","East Meredith","73 County Route 12","NY","13757","607-278-5744","(42.4236577, -74.883809400000004)"
"Catskills, The","Delaware","John Burroughs Memorial State Historic Site (and nearby Woodchuck Lodge)","The John Burroughs Memorial State Historic Site is the burial site of the famous naturalist writer and conservationist, whose 27 books of nature and philosophical essays influenced millions. The site was part of his familys farm, and the rural landscape helped to shape his early appreciation of nature. The property features a picnic grove with interpretive signage, and a trail leading to the grave site. Woodchuck Lodge, Burroughs small farmhouse, can be toured just up the road.","42.294312","-74.592148","Natural History","http;//www.nysparks.com","","Roxbury","Rte 30","NY","12131","518-827-6111","(42.294311999999998, -74.592147999999995)"
"Catskills, The","Delaware","Kirkside Park/Historic Roxbury in the Catkskills","Kirkside Park was the  estate of Helen Gould Shepard, daughter of Railroad Magnate and Roxbury native, Jay Gould. At the turn of the 20th century,  Gould bought the park and hired Ferdinand Mangold, her groundskeeper at Lyndhurst, who designed the park with paths, Adirondack style bridges and plantings from the Lyndhurst Greenhouse. In 1999 the Town of Roxbury began restoration and it is now  home to the Roxbury Nine vintage baseball team, which presents the game as it was played during the deadball era of our nations pastime.","42.300421","-74.554722","Natural History","http;//www.roxburyny.com","","Roxbury","Main Street","NY","12474","607 326 3722","(42.300421, -74.554721999999998)"
"Hudson Valley","Dutchess","Clinton House","The Clinton House is a 18th-century Georgian stone building that was named for George Clinton, who served as the first Governor of New York and fourth Vice-President of the United States. Primarily a research library, the site is also used for the Dutchess County Historical Society.","41.700312","-73.916129","Colonial History","http;//www.nysparks.com/historic-sites/1/details.aspx","","Poughkeepsie","549 Main Street","NY","12601","845-471-1630","(41.700311999999997, -73.916128999999998)"
"Hudson Valley","Dutchess","Dia; Beacon","The 16-foot-high ceilings, sawtooth skylights and 300,000 square feet of interior space in a former Nabisco box-printing plant make an appropriate setting for Dia; Beacon in Beacon and its remarkable collection of art from the 1960s to the present, including works by Joseph Beuys, Donald Judd, On Kawara, Agnes Martin, Richard Serra and Andy Warhol.","41.5023302","-73.9833404","Arts and Culture","http;//www.diaart.gov","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/326.jpg","Beacon","3 Beekman Street, Beacon, NY","NY","12508","845-440-0100","(41.502330200000003, -73.983340400000003)"
"Hudson Valley","Dutchess","Eleanor Roosevelt NHS (Val-kill)","Just down the road from the Home of Franklin D. Roosevelts National Historic Site and Presidential Library and Museum, the Eleanor Roosevelt National Historic Site in Hyde Park   the only such site dedicated to a first lady  features a one-hour guided tour of her modest Val-Kill home and a 16-minute film exploring the history of this First Lady of the World who championed womens rights, civil rights, workers rights and universal human rights.","41.767602","-73.934129","US Presidents","http;//www.nps.gov/elro/index.htm","","Hyde Park","4079 Albany Post Road","NY","12538","845-229-9422, 800-FDR-VISIT","(41.767601999999997, -73.934128999999999)"
"Hudson Valley","Dutchess","Frances Lehman Loeb Art Center at Vassar College","The Frances Lehman Loeb Art Center was founded in 1864 as the Vassar College Art Gallery. The facility was designed by Cesar Pelli and named in honor of primary donor Frances Lehman Loeb. The collections cover art from antiquity to the present and comprise over 18,000 paintings, sculptures, drawings, prints, photographs, textiles, and glass and ceramic wares.  Holdings include the Warburg Collection of Old Master prints,  Hudson River School paintings , and  works by major European and American twentieth century painters.","41.684819","-73.897621","Arts and Culture","http;//fllac.vassar.edu/exhibitions/index.html","","Poughkeepsie","124 Raymond Ave","NY","12602","845-437-5237","(41.684818999999997, -73.897621000000001)"
"Hudson Valley","Dutchess","Franklin D. Roosevelt Home National Historic Site","President Franklin Delano Roosevelt is celebrated and remembered in Hyde Park.  The FDR Home National Historic Site preserves Springwood, the lifelong home of Americas 32nd President.  The extensive grounds contain miles of walking trails and Top Cottage, FDRs self-designed retreat.  The graves of Franklin and Eleanor Roosevelt are in the rose garden.","41.7704716","-73.9330186","US Presidents","http;//www.nps.gov","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/329.jpg","Hyde Park","4097 Albany Post Rd","NY","12538","845-229-9115","(41.7704716, -73.933018599999997)"
"Hudson Valley","Dutchess","Franklin D. Roosevelt Library and Museum","The Franklin D. Roosevelt Library and Museum is the first presidential library, and the only one used by its namesake while in office.  Planned and designed by Roosevelt, the Dutch Colonial building houses his official papers, books and other memorabilia, as well as the papers of First Lady Eleanor Roosevelt.  A new, state-of-the-art immersive exhibition opens  in July 2013.","41.7676015","-73.9341285","US Presidents","http;//www.fdrlibrary.marist.edu","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/330.jpg","Hyde Park","4079 Albany Post Road","NY","12538","845-486-7770","(41.767601499999998, -73.9341285)"
"Hudson Valley","Dutchess","Glebe House","The Glebe House offers a glimpse into the lifestyle of a middle-class Colonial family.The simple brick home was constructed circa 1767 for the Rev. John Beardsley, who ministered to Episcopal congregations in Poughkeepsie and Fishkill. At the outset of the Revolutionary War, Beardsley remained loyal to Great Britain and fled to Canada; during the war, the house quartered Continental Army officers. Later, it went through a succession of owners until being purchased and restored by the Dutchess County Historical Society in 1929.","41.698532","-73.911829","Colonial History","http;//theglebehouse.org","","Poughkeepsie","635 Main Street","NY","12601","203-263-2855","(41.698532, -73.911828999999997)"
"Hudson Valley","Dutchess","Hudson River Sloop Clearwater","Launched in 1969, Clearwater was the brainchild of folksinger Pete Seeger to help people rediscover the importance of the then-heavily polluted Hudson River. The 106-foot-long vessel was designed to replicate a single-masted Hudson River sloop, the workboat of the river in the 18th and 19th centuries that hauled bricks, hay, and goods between communities. The Hudson River Sloop Clearwater Inc. has been at the forefront of environmental activism; its efforts helped lead to groundbreaking federal laws such as the Clean Water Act.","41.490644","-73.964423","Innovation and Commerce","http;//www.clearwater.org/about","","Beacon","724 Wolcott Avenue","NY","12508","845-265-8080","(41.490644000000003, -73.964422999999996)"
"Hudson Valley","Dutchess","Locust Grove","Locust Grove in Poughkeepsie was owned by Samuel F.B. Morse, artist and inventor of the telegraph and Morse code.  The historic country estate includes an 1851 40-room Italianate mansion designed for Morse that now features an outstanding collection of antique furniture and paintings, as well as 180 acres of historic gardens with Hudson River views, five miles of carriage roads and a visitor center.","41.6730816","-73.9311585","Innovation and Commerce","http;//www.lgny.org","","Poughkeepsie","2683 South Road","NY","12601","845-454-4500","(41.673081600000003, -73.931158499999995)"
"Hudson Valley","Dutchess","Madam Brett Homestead","Built in 1709, the Madam Brett Homestead was owned by seven generations of the Brett family, and is the oldest house in Dutchess County. The homes interior is decorated with original Georgian, Empire, and Victorian furniture; and a collection of historic porcelain, paintings, books, and tools. The remaining five acres surrounding the home feature a perennial garden, brook, and one of New York States Big Trees dating to the time of Catheryna Brett.","41.501612","-73.967049","Colonial History","","","Beacon","50 Van Nydeck Avenue","NY","12508","845-831-6533","(41.501612000000002, -73.967049000000003)"
"Hudson Valley","Dutchess","Montogomery Place","Montgomery Place was built in 1804 by Janet Livingston Montgomery, the widow of Richard Montgomery, the first general officer killed in the Revolutionary War. In the 1840s (and again in the 1860s), Alexander Jackson Davis reconstructed the house, turning the Federal style home into a Classical Revival mansion. The open porch on the north side is considered the first outdoor room in America. The National Historic Landmark estate includes gardens, woodland walks, waterfalls and river and mountain views.","42.01513","-73.918816","Arts and Culture","http;//www.mporchards.com","","Annandale-on-Hudson","River Road, Route 103","NY","12571","845-758-5461","(42.015129999999999, -73.918816000000007)"
"Hudson Valley","Dutchess","Mount Gulian Historic Site","Mount Gulian is a reconstruction of the 18th-century Dutch house that served as headquarters of Major General Friedrich von Steuben, drillmaster of the Continental Army in 1783. Here, officers founded the Society of the Cincinnati, a fraternal veterans organization. The interior contains items given to Gulian Verplanck by Native Americans. Mount Gulian also interprets the life and history of escaped slave, James F. Brown, whose detailed journal is one of very few African-American written records.","41.5240216","-73.9809985","Arts and Culture","http;//www.mountgulian.org","","Beacon","145 Sterling Street","NY","12508","845-831-8172","(41.524021599999998, -73.980998499999998)"
"Hudson Valley","Dutchess","Old Rhinebeck Aerodrome","Vintage World War I era biplanes still fly in regular air shows at the Old Rhinebeck Aerodrome in Rhinebeck.  In this living history museum, one of the countrys largest collections of antique airplanes is presented in an outdoor setting, with aircraft including a 1902 Wright Glider, a British Sopwith Camel, German Fokkers and other mainstays of World War I dogfights, as well as relics from the great barnstorming days.  Visitors can even ride in a vintage biplane.","41.9696296","-73.8646321","Canals and Transportation","http;//www.oldrhinebeck.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/358.jpg","Rhinebeck","9 Norton Road","NY","12571","845-752-3200","(41.969629599999998, -73.864632099999994)"
"Hudson Valley","Dutchess","Staatsburgh State Historic Site","Designed by McKim, Mead and White in the late 19th century for capitalist Ogden Mills and his wife Ruth Livingston Mills, Staatsburgh is an elegant Gilded Age country seat overlooking the Hudson River. Set in picturesque grounds dotted with estate buildings, the grand Beaux Arts mansion is sumptuously furnished and recalls the Mills lavish lifestyle as well as those who helped to support it. Tours, educational programs, and special events are offered throughout the year.","41.8467354","-73.9392216","Arts and Culture","http;//www.nysparks.com","","Staatsburg","75 Mills Mansion 6 Rd","NY","12580","845-889-8851","(41.8467354, -73.939221599999996)"
"Hudson Valley","Dutchess","Vanderbilt National Historic Sites","The 50-room, classical-style mansion at the Vanderbilt National Historic Site in Hyde Park was built in 1898 by Frederick William Vanderbilt, a grandson of shipping and railroad magnate Commodore Cornelius Vanderbilt, richest man in America during his lifetime. Representative of the Gilded Age, the state features an Italian garden and grand views of the Hudson River.","41.7676015","-73.9341285","US Presidents","http;//www.nps.gov/vama/index.htm","","Hyde Park","119 Vanderbilt Park Road","NY","12538","845-229-9115","(41.767601499999998, -73.9341285)"
"Hudson Valley","Dutchess","Van Wyck Homestead Museum","A Dutch Colonial house built by farmer Cornelius Van Wyck. During the Revolutionary War, the home served as headquarters for the Fishkill supply depot for  the Continental Army, visited by George Washington, the Marquis de Lafayette, Alexander Hamilton, and John Jay. The home was also the site of the mock trial of Continental spy Enoch Crosby, allegedly the basis for James Fenimore Coopers novel, The Spy. The home contains original woodwork, archaeological relics from the depot, period furniture, and displays of  Colonial crafts.","41.522307","-73.889409","The Revolution","http;//fishkillhistoricalsociety.org/","","Fishkill","504 Route 9","NY","12524","","(41.522306999999998, -73.889409000000001)"
"Hudson Valley","Dutchess","Walkway Over the Hudson State Historic Park","The Hudson Valleys most unique state park, Walkway Over the Hudson State Historic Park crosses the river atop the former Poughkeepsie-Highland Railroad Bridge. The first span erected between the Hudson Rivers mouth and the City of Albany, the Poughkeepsie-Highland Railroad Bridge was conceived in the late 1860s to connect Pennsylvanias coalfields with New Englands industries. When originally opened in 1888, the 6,768-foot span was considered the worlds longest bridge and an engineering marvel.","41.7098202","-73.9547405","Innovation and Commerce","http;//www.walkway.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/373.jpg","Highland","87 Haviland Road","NY","12528","845-834-2867","(41.709820200000003, -73.9547405)"
"Hudson Valley","Dutchess","Wilderstein Historic Site","The home of the Suckley family for three generations, Wilderstein was built in the Italianate style for Thomas Suckley in 1852 and was later remodeled by his son, Robert, in the Queen Anne style. During remodeling, the interior was decorated with wall coverings in wood, leather, and cloth, as well as stained-glass windows.","41.8950195","-73.9404037","Arts and Culture","http;//www.wilderstein.org","","Rhnebeck","330 Morton Road","NY","12572","845-876-4818","(41.895019499999997, -73.940403700000005)"
"Greater Niagara","Erie","Albright-Knox Art Gallery","The Buffalo Fine Arts Academy  operators of the Albright-Knox Arts Gallery  -- was founded in December 1862, ranking it among the countrys oldest public arts institutions in the United States.  The gallery is an outstanding center of modern and contemporary art presenting one of the worlds top international surveys of 20th century painting and sculpture.","42.932207","-78.876893","Arts and Culture","http;//www.albrightknox.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/800.jpg","Buffalo","1285 Elmwood Ave","NY","14222","716-882-8700","(42.932206999999998, -78.876892999999995)"
"Greater Niagara","Erie","Buffalo and Erie County Botanical Gardens","The Botanical Gardens are the product of three extraordinary visionaries; Fredrick Law Olmsted, Landscape Architect; Lord  and  Burnham, Architects and John Cowell, Botanist and Plant Explorer. A national historic site, education center and tourist destination full of exotic horticulture treasures. Made up of three glass domes and nine greenhouses, this breathtaking conservatory is situated on 11.4 acres.","42.827854","-78.824049","Arts and Culture","http;//www.buffalogardens.com","","Buffalo","2655 South Park Avenue","NY","14218","716-827-1584","(42.827854000000002, -78.824049000000002)"
"Greater Niagara","Erie","Buffalo Central Terminal/St. Adalbert Basilica/Broadway Market/Polonia District","The Buffalo Central Terminal, built by the New York Central Railroad, opened to the public on June 22, 1929. Polonia encompasses parts of the east side of Buffalo, as well as the suburb of Cheektowaga. This is a traditionally Polish neighborhood that includes the Broadway Market, the citys only public market.","42.8894015","-78.8316468","Innovation and Commerce","http;//www.buffalocentralterminal.org","","Buffalo","495 Paderewski Drive","NY","14212","716- 810-3210","(42.889401499999998, -78.831646800000001)"
"Greater Niagara","Erie","Buffalo City Hall/Downtown Architecture","Buffalo is home to some of the greatest American architecture of the late 19th and early 20th centuries. The Downtown is filled with beautiful examples, including the massive art-deco City Hall, which is on the National Historic Register. It features murals of the citys history and an observation tower on the 25th floor with sweeping views of Lake Erie and Buffalo.","42.8866015","-78.8792968","Arts and Culture","http;//www.ci.buffalo.ny.us","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/750.jpg","Buffalo","65 Niagara Square","NY","14202","716-851-4200","(42.886601499999998, -78.879296800000006)"
"Greater Niagara","Erie","Buffalo  and  Erie County Naval Park","The Buffalo and Erie County Naval  and  Military Park, formerly known as The Buffalo Naval and Servicemens Park, is a museum on the shore of Lake Erie in Buffalo, New York. It is home to several decommissioned US Naval vessels, including the Cleveland-class cruiser USS Little Rock, the Fletcher-class destroyer USS The Sullivans, and the submarine USS Croaker.","42.8767218","-78.8786848","Innovation and Commerce","http;//www.buffalonavalpark.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/748.jpg","Buffalo","1 Naval Park Cove","NY","14202","716 -847-1773","(42.876721799999999, -78.878684800000002)"
"Greater Niagara","Erie","Buffalo Museum of Science","The Buffalo Museum of Science has over 700,000 specimens representing  the natural world with an emphasis on Western NY, as well as man-made objects spanning the globe. The Museum at 1020 Humboldt Parkway anchors Buffalos East Side in Olmsted-designed Martin Luther King, Jr. Park. The Museum also operates Tifft Nature Preserve in South Buffalo, a 264-acre wetland preserve on reclaimed industrial land and sponsors archaeological exploration at the Hiscock Site in  Genesee County, NY, one of North Americas richest Ice Age sites.","42.908072","-78.84308","Arts and Culture","http;//www.sciencebuff.org","","Buffalo","1020 Humboldt Pkwy.","NY","14211","716-896-5200","(42.908071999999997, -78.84308)"
"Greater Niagara","Erie","Buffalo Niagara Heritage Village","The exhibits collectuion includes paintings, prints, furniture, ceramics, woodworking, metalworking and textile working tools, many of which have a history on the Niagara Frontier or a specific connection to Amherst. An extensive textile collection as well as a nationally recognized Wedding Gown Collection. Historic homes, churches, a blacksmith shop and one-room schoolhouses help visitors to  learn firsthand what life was like in the 19th century.","43.084749","-78.732018","Canals and Transportation","http;//www.amherstmuseum.org/","","Amherst","3755 Tonawanda Creek Rd","NY","14228","716-689-1440","(43.084749000000002, -78.732017999999997)"
"Greater Niagara","Erie","Canalside","Canalside contains the Buffalo and Erie County Naval  and  Military Park, as well as restaurants, boating companies, BFLO Kayak, and other water activity companies. It is also a quick walk from the First Niagara Center, home to the Buffalo Sabres and Buffalo Bandits.  Learn about Buffalos roots and experience many elements of the original Canal Harbor, including the refurbished Commercial Slip.","42.876335","-78.878666","Canals and Transportation","http;//www.visitbuffaloniagara.com","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/751.jpg","Buffalo","44 Prime St","NY","14203","716-848-8241","(42.876334999999997, -78.878665999999996)"
"Greater Niagara","Erie","Colored Musicians Club Museum","The Museum highlights the history of the oldest continuously run African American musicians club in the US.  With an environment where people of different racial and ethnic backgrounds could come together over a mutual love of jazz, the club provided strength and hope to Buffalos African American community since its formation in 1935.. The museums interactive exhibits share the stories of the jazz legends who performed there and the legacy they left behind.","42.886489","-78.867894","Civil rights","http;//www.coloredmusiciansclub.org/museum.html","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/886.jpg","Buffalo","145 Broadway","NY","14203","716-842-0969","(42.886488999999997, -78.867894000000007)"
"Greater Niagara","Erie","Darwin Martin House State Historic Site","The Darwin D. Martin House Complex, also known as the Darwin Martin House State Historic Site, was designed by Frank Lloyd Wright and built between 1903 and 1905. It is considered to be one of the most important projects from Wrights Prairie School era, and ranks along with The Guggenheim in New York City and Falling water in Pennsylvania among his greatest works.","42.9360815","-78.8480368","Arts and Culture","http;//www.darwinmartinhouse.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/756.jpg","Buffalo","125 Jewett Parkway","NY","14214","716 -856-3858x204","(42.9360815, -78.848036800000003)"
"Greater Niagara","Erie","Erie Canal Discovery Center  and  Flight of Five","The Erie Canal was an engineering marvel and engine of economic development for 19th century New York. The famous Flight of Five Locks that were built in Lockport in 1823-1825 was hailed by General Marquis de Lafayette as a wonder of the modern world. In addition to multi-media and interactive exhibits, the museum also features the Raphael Beck mural  depicting the celebration of NY Governor Dewitt Clintons ceremonial first passage through the locks to officially open the Erie Canal in 1825.","43.1708514","-78.6948268","Canals and Transportation","http;//www.niagarahistory.com","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/760.jpg","Lockport","24 Church Street","NY","14094","716-439-0431","(43.170851399999997, -78.694826800000001)"
"Greater Niagara","Erie","Forest Lawn Cemetery","Begun in 1849 on 269 acres, Forest Lawn is one of Americas premier historic cemeteries. Buried here are U.S. President Millard Fillard, 47 Buffalo mayors, Seneca Indian Chief Red Jacket, and many other great citizens who shaped the historic landscape of Western New York during the past century and a half.  Unique grave markers and the Birge Memorial can be seen on a tour in which actors portray some of the famous Buffalonians who are buried here.","42.922562","-78.867273","Arts and Culture","http;//www.forest-lawn.com","","Buffalo","1411 Delaware Ave","NY","14209","716-885-1600","(42.922561999999999, -78.867272999999997)"
"Greater Niagara","Erie","Graycliff","Built between 1926 and 1929, the Graycliff estate was designed by the renowned American architect Frank Lloyd Wright for Isabelle R. Martin and her husband, Larkin Company executive Darwin D. Martin. Graycliff served as the Martin summer home from 1927 to the mid-1940s. Its past inhabitants also include to the Piarist Fathers, an order of Roman Catholic Priests from Hungary. The 8.5 acres of rolling lawns and gardens were also designed by Wright.","42.7103561","-78.9704486","Arts and Culture","http;//www.graycliffestate.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/764.jpg","Derby","6472 Old Lake Shore Rd","NY","14047","716-947-9217","(42.710356099999998, -78.970448599999997)"
"Greater Niagara","Erie","Larkin District","The area was part of the vast Buffalo Creek Reservation of the Iroquois Confederacy and home of Red Jacket, legendary leader and orator of the Seneca Nation. Remnants of the Hydraulic Canal are evident in the districts distinct street pattern. Corporate magnate John D. Larkin established his mail order business here in 1875, and commissioned Frank Lloyd Wright to design the Larkin Administration Building. Frederick Law Olmsted planned a parkway connection through the district.","42.875131","-78.849392","Not Provided","","","Buffalo","726 Exchange at Van Renesselaer St","NY","14210","","(42.875131000000003, -78.849391999999995)"
"Greater Niagara","Erie","Michigan Street Baptist Church / Michigan Ave. Preservation District / Nash House Museum","Buffalos esteemed place in the struggle for African-American equality,including being the birthplace of what would become the NAACP, is captured in sites like the Michigan Baptist Church, an important underground railroad stop and part of the Michigan Street Preservation District, and the Nash House Museum, home of the influential pastor and leader.","42.8862915","-78.8672468","Civil Rights","http;//www.visitbyffaloniagara.com","","Buffalo","511 Michigan Ave","NY","14203","716-854-7976","(42.886291499999999, -78.867246800000004)"
"Greater Niagara","Erie","Millard Fillmore Museum","The clapboard Millard Fillmore House Museum shows how the 13th president and his wife lived in the early 1800s when Fillmore was the small towns only lawyer.  The house features period pieces from the time that the president lived there, including his bed, antique toys, a restored fireplace and pantry with tin ware and pottery.  There is also a carriage barn and Presidential Rose Garden with pre-1840 varieties.","42.76873","-78.622554","US Presidents","http;//www.nps.gov/nr/travel/presidents/millard_fillmore_house.html","","East Aurora","24 Shearer Ave","NY","14052","716-652-8875","(42.768729999999998, -78.622553999999994)"
"Greater Niagara","Erie","Museum District/Delaware Park","One of the first Frederick Law Olmsted-designed parks in Buffalo, the 350 acres of meadow, forest and lake serve as Buffalos Central Park. As the focal point of the Olmsted System, it contains many popular cultural institutions. The Museum District near the park includes one of the finest collections of modern art at the Albright-Knox Art Gallery, a tribute to local artists at the Burchfield Penney Art Center, and the Buffalo and Erie County Historical Society.","42.935429","-78.876382","Arts and Culture","http;//www.buffaloah.com","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/777.jpg","Buffalo","1 Museum Ct","NY","14216","716- 873-9644","(42.935428999999999, -78.876382000000007)"
"Greater Niagara","Erie","Nash House","From 1925 until 1987, the residence was the homestead of the Rev. J. Edward Nash, Sr. the pastor of the Michigan Avenue Baptist Church from 1892 until his retirement in 1953.  Many of Rev. Nashs sermons and letters were written here, and are a crucial part of Buffalos African-American community history.  Rev. Nash was involved in the efforts to bring branches of the Urban League and the NAACP to Buffalo, and hosted many nationally known African-American leaders  in his home.","42.8862","-78.866537","Not Provided","http;//www.nashhousemuseum.org/history.html","","Buffalo","36 Nash St","NY","14204","716-856-4490","(42.886200000000002, -78.866536999999994)"
"Greater Niagara","Erie","Original Kazoo Company, Factory, Museum and Gift Shop","The Original American Kazoo Company was established in 1916 as the original metal factory and is now the only metal kazoo factory in North America. The museum highlights history, amusing trivia, and shows step by step the way kazoos are made.","42.649042","-78.898187","Innovation and Commerce","http;//www.edenkazoo.com/museum.php","","Eden","8703 South Main St","NY","14057","716-992-3960","(42.649042000000001, -78.898186999999993)"
"Greater Niagara","Erie","Our Lady of Victory Basilica/South Park","The Basilica of Our Lady of Victory is a national shrine built in the early 20th century that attracts thousands of visitors from across the globe every year.  Guided tours highlight the Basilicas hundreds of paintings, sculptures and mosaics, and a museum describes the multiple charitable works of its founder, Father Nelson Baker.","42.8258149","-78.8230054","Arts and Culture","http;//www.ourladyofvictory.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/785.jpg","Lackawanna","767 Ridge Road","NY","14218","716- 828-9631","(42.825814899999997, -78.8230054)"
"Greater Niagara","Erie","Pierce Arrow Museum","The history of Pierce-Arrow  began with birdcages in 1890 and evolved through bicycles and motorcars from 1897 to 1938. The Pierce-Arrow Motorcar Company produced quality motor vehicles from 1901 until 1938. The Pierce-Arrow Museum chronicals the Pierce-Arrow history, for the general public as well as historians and vehicle enthusiasts.","42.879048","-78.86924","Canals and Transportation","http;//www.pierce-arrow.com","","Buffalo","263 Mighigan Ave","NY","14203","716-853-0084","(42.879047999999997, -78.869240000000005)"
